GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P14678	SNRPB	enables	GO:0071208	histone pre-mRNA DCP binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27048|ensembl:ENSMUSP00000099488	9606	Ensembl		F
UniProtKB	P14866	HNRNPL	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006536	9606	InterPro		F
UniProtKB	P14866	HNRNPL	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P14866	HNRNPL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P14866	HNRNPL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P14866	HNRNPL	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:2687284		9606	PINC		F
UniProtKB	P14866	HNRNPL	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1LQ48|ensembl:ENSRNOP00000027425	9606	Ensembl		F
UniProtKB	P14866	HNRNPL	enables	GO:0097157	pre-mRNA intronic binding	ECO:0000314	IDA	PMID:25623890		9606	UniProt		F
UniProtKB	P14866	HNRNPL	enables	GO:1990715	mRNA CDS binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:F1LQ48|ensembl:ENSRNOP00000027425	9606	Ensembl		F
UniProtKB	P14868	DARS	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000502509|SGD:S000003941	9606	GO_Central		F
UniProtKB	P14868	DARS	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15170	GSPT1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15170	GSPT1	enables	GO:0003747	translation release factor activity	ECO:0000315	IMP	PMID:15326224		9606	UniProt		F
UniProtKB	P15170	GSPT1	enables	GO:0003747	translation release factor activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000562411|PomBase:SPCC584.04|SGD:S000002579|UniProtKB:P15170	9606	GO_Central		F
UniProtKB	P15311	EZR	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15311	EZR	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P15531	NME1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15559	NQO1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15880	RPS2	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR013810	9606	InterPro		F
UniProtKB	P15880	RPS2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P15880	RPS2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P15880	RPS2	enables	GO:0003729	mRNA binding	ECO:0000314	IDA	PMID:18464793		9606	UniProt		F
UniProtKB	P15924	DSP	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P16401	HIST1H1B	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P16402	HIST1H1D	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P16403	HIST1H1C	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P16403	HIST1H1C	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P16989	YBX3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P16989	YBX3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P16989	YBX3	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JKB3|ensembl:ENSMUSP00000032309	9606	Ensembl		F
UniProtKB	P16989	YBX3	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000250	ISS	PMID:22711822	UniProtKB:Q9N1Q2	9606	BHF-UCL		F
UniProtKB	P17480	UBTF	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P17509	HOXB6	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23788676		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0036002	pre-mRNA binding	ECO:0000314	IDA	PMID:21343338		9606	UniProt		F
UniProtKB	P17844	DDX5	enables	GO:0070878	primary miRNA binding	ECO:0000314	IDA	PMID:18548003		9606	BHF-UCL	occurs_in(UBERON:0002012),occurs_in(CL:0000359),has_input(RNAcentral:URS000018AA08_9606)	F
UniProtKB	P17931	LGALS3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P17947	SPI1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P17987	TCP1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P18031	PTPN1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18077	RPL35A	enables	GO:0000049	tRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0820	9606	UniProt		F
UniProtKB	P18077	RPL35A	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P18077	RPL35A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18077	RPL35A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P18124	RPL7	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P18124	RPL7	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18124	RPL7	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P18124	RPL7	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:8441630		9606	PINC		F
UniProtKB	P18124	RPL7	enables	GO:0003729	mRNA binding	ECO:0000314	IDA	PMID:8441630		9606	MGI		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR032922	9606	InterPro		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:21504830		9606	UniProt		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000301885|UniProtKB:P18583	9606	GO_Central		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18583	SON	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P18615	NELFE	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P18615	NELFE	enables	GO:0003723	RNA binding	ECO:0000303	NAS	PMID:2119325		9606	UniProt		F
UniProtKB	P18615	NELFE	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18621	RPL17	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P18621	RPL17	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P09405|ensembl:ENSMUSP00000027438	9606	Ensembl		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104819|MGI:MGI:1330294|MGI:MGI:893588|MGI:MGI:97286|PANTHER:PTN002689974|RGD:1306751|RGD:1310403|RGD:1310906|RGD:3153|RGD:69234|SGD:S000003391|SGD:S000005483|TAIR:locus:2019622|TAIR:locus:2076096|TAIR:locus:2079874|TAIR:locus:2083810|TAIR:locus:2122009|TAIR:locus:2159401|TAIR:locus:2179939|UniProtKB:P19338|UniProtKB:P22626|UniProtKB:P38159|UniProtKB:P62995|UniProtKB:Q03250|UniProtKB:Q13148|UniProtKB:Q14103|UniProtKB:Q9SVM8	9606	GO_Central		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:2737305		9606	PINC		F
UniProtKB	P19338	NCL	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:8321232		9606	UniProt		F
UniProtKB	P19338	NCL	enables	GO:0048027	mRNA 5'-UTR binding	ECO:0000314	IDA	PMID:16213212		9606	CAFA		F
UniProtKB	P19474	TRIM21	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003725	double-stranded RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033366	9606	InterPro		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003725	double-stranded RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q03963|ensembl:ENSMUSP00000024884	9606	Ensembl		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003725	double-stranded RNA binding	ECO:0000304	TAS	PMID:1351683		9606	PINC		F
UniProtKB	P19525	EIF2AK2	enables	GO:0003725	double-stranded RNA binding	ECO:0000314	IDA	PMID:21266579		9606	MGI		F
UniProtKB	P19544	WT1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P20042	EIF2S2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P20042	EIF2S2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P20042	EIF2S2	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:3044606		9606	PINC		F
UniProtKB	P20042	EIF2S2	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002735|InterPro:IPR016189|InterPro:IPR016190	9606	InterPro		F
UniProtKB	P20042	EIF2S2	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	P20042	EIF2S2	enables	GO:0003743	translation initiation factor activity	ECO:0000314	IDA	PMID:16289705		9606	UniProt		F
UniProtKB	P20042	EIF2S2	enables	GO:0008135	translation factor activity, RNA binding	ECO:0000304	TAS	PMID:10805737		9606	PINC		F
UniProtKB	P20042	EIF2S2	enables	GO:0008135	translation factor activity, RNA binding	ECO:0000304	TAS	PMID:3044606		9606	PINC		F
UniProtKB	P20073	ANXA7	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P20290	BTF3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P20290	BTF3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P20810	CAST	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P20839	IMPDH1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P21127	CDK11B	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P21128	ENDOU	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P21128	ENDOU	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:18936097		9606	UniProt		F
UniProtKB	P21291	CSRP1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P21333	FLNA	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P21333	FLNA	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P21399	ACO1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P21399	ACO1	enables	GO:0003723	RNA binding	ECO:0000303	NAS	PMID:1903202		9606	UniProt		F
UniProtKB	P21399	ACO1	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:1946430		9606	UniProt		F
UniProtKB	P21399	ACO1	enables	GO:0030350	iron-responsive element binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28271|ensembl:ENSMUSP00000100038	9606	Ensembl		F
UniProtKB	P21399	ACO1	enables	GO:0030350	iron-responsive element binding	ECO:0000315	IMP	PMID:1281544		9606	CAFA		F
UniProtKB	P21399	ACO1	enables	GO:0030350	iron-responsive element binding	ECO:0000315	IMP	PMID:23891004		9606	UniProt		F
UniProtKB	P21399	ACO1	enables	GO:0030350	iron-responsive element binding	ECO:0000314	IDA	PMID:8041788		9606	UniProt		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000692|InterPro:IPR020813	9606	InterPro		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:1846968		9606	PINC		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000036740|TAIR:locus:2131386	9606	GO_Central		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P22087	FBL	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P22090	RPS4Y1	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002942	9606	InterPro		F
UniProtKB	P22090	RPS4Y1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P22090	RPS4Y1	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:2124517		9606	PINC		F
UniProtKB	P22090	RPS4Y1	enables	GO:0019843	rRNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0699	9606	UniProt		F
UniProtKB	P22314	UBA1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P22314	UBA1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88569|ensembl:ENSMUSP00000087453	9606	Ensembl		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:15659580		9606	HGNC		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:104819|MGI:MGI:1330294|MGI:MGI:893588|MGI:MGI:97286|PANTHER:PTN002689974|RGD:1306751|RGD:1310403|RGD:1310906|RGD:3153|RGD:69234|SGD:S000003391|SGD:S000005483|TAIR:locus:2019622|TAIR:locus:2076096|TAIR:locus:2079874|TAIR:locus:2083810|TAIR:locus:2122009|TAIR:locus:2159401|TAIR:locus:2179939|UniProtKB:P19338|UniProtKB:P22626|UniProtKB:P38159|UniProtKB:P62995|UniProtKB:Q03250|UniProtKB:Q13148|UniProtKB:Q14103|UniProtKB:Q9SVM8	9606	GO_Central		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:7789969		9606	PINC		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003729	mRNA binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002690576|RGD:69234|RGD:727807|UniProtKB:F4JFN7|UniProtKB:Q8W569|UniProtKB:Q9LHL2	9606	GO_Central		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:10567417		9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002690599|RGD:1310403|UniProtKB:P22626	9606	GO_Central		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0035198	miRNA binding	ECO:0000314	IDA	PMID:24356509		9606	UniProt		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:0097157	pre-mRNA intronic binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O88569|ensembl:ENSMUSP00000087453	9606	Ensembl		F
UniProtKB	P22626	HNRNPA2B1	enables	GO:1990247	N6-methyladenosine-containing RNA binding	ECO:0000314	IDA	PMID:26321680		9606	UniProt		F
UniProtKB	P23246	SFPQ	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P23246	SFPQ	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P23246	SFPQ	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P23284	PPIB	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P23284	PPIB	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P23396	RPS3	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004044|InterPro:IPR009019	9606	InterPro		F
UniProtKB	P23396	RPS3	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P23396	RPS3	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:20217897		9606	UniProt	occurs_in(GO:0005737),has_input(ENSEMBL:ENST00000524851)	F
UniProtKB	P23396	RPS3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P23396	RPS3	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P23396	RPS3	enables	GO:0003729	mRNA binding	ECO:0000314	IDA	PMID:18464793		9606	UniProt		F
UniProtKB	P23396	RPS3	enables	GO:0070181	small ribosomal subunit rRNA binding	ECO:0000314	IDA	PMID:18610840		9606	UniProt		F
UniProtKB	P23588	EIF4B	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR033107	9606	InterPro		F
UniProtKB	P23588	EIF4B	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P23588	EIF4B	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P23588	EIF4B	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P23588	EIF4B	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:2390971		9606	PINC		F
UniProtKB	P23588	EIF4B	enables	GO:0003743	translation initiation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	P23588	EIF4B	enables	GO:0003743	translation initiation factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0020660|PANTHER:PTN000579859	9606	GO_Central		F
UniProtKB	P23588	EIF4B	enables	GO:0003743	translation initiation factor activity	ECO:0000304	TAS	PMID:2390971		9606	PINC		F
UniProtKB	P23588	EIF4B	enables	GO:0033592	RNA strand annealing activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000579859|SGD:S000006367	9606	GO_Central		F
UniProtKB	P23588	EIF4B	enables	GO:0034057	RNA strand-exchange activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000579859|SGD:S000006367	9606	GO_Central		F
UniProtKB	P24534	EEF1B2	enables	GO:0003746	translation elongation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001326|InterPro:IPR014038	9606	InterPro		F
UniProtKB	P24534	EEF1B2	enables	GO:0003746	translation elongation factor activity	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0251	9606	UniProt		F
UniProtKB	P24534	EEF1B2	enables	GO:0003746	translation elongation factor activity	ECO:0000303	NAS	PMID:1886777		9606	UniProt		F
UniProtKB	P24928	POLR2A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P24928	POLR2A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P25398	RPS12	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P25398	RPS12	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P25490	YY1	enables	GO:0003723	RNA binding	ECO:0000314	IDA	PMID:21729784		9606	MGI		F
UniProtKB	P25705	ATP5F1A	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P25786	PSMA1	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:7681138		9606	PINC		F
UniProtKB	P26038	MSN	enables	GO:0003725	double-stranded RNA binding	ECO:0000314	IDA	PMID:21266579		9606	MGI		F
UniProtKB	P26196	DDX6	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P26196	DDX6	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P26196	DDX6	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P26358	DNMT1	enables	GO:0003723	RNA binding	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P13864|ensembl:ENSMUSP00000004202	9606	Ensembl		F
UniProtKB	P26368	U2AF2	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006529	9606	InterPro		F
UniProtKB	P26368	U2AF2	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P26368	U2AF2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P26368	U2AF2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22681889		9606	UniProt		F
UniProtKB	P26368	U2AF2	enables	GO:0008187	poly-pyrimidine tract binding	ECO:0000318	IBA	PMID:21873635	FB:FBgn0005411|PANTHER:PTN000566979	9606	GO_Central		F
UniProtKB	P26368	U2AF2	enables	GO:0030628	pre-mRNA 3'-splice site binding	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000566979|UniProtKB:P26368|WB:WBGene00006697	9606	GO_Central		F
UniProtKB	P26368	U2AF2	enables	GO:0030628	pre-mRNA 3'-splice site binding	ECO:0000314	IDA	PMID:2531895		9606	GO_Central		F
UniProtKB	P26373	RPL13	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P26373	RPL13	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:9582194		9606	PINC		F
UniProtKB	P26378	ELAVL4	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002343|InterPro:IPR006548	9606	InterPro		F
UniProtKB	P26378	ELAVL4	enables	GO:0003723	RNA binding	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0694	9606	UniProt		F
UniProtKB	P26378	ELAVL4	enables	GO:0003723	RNA binding	ECO:0000304	TAS	PMID:1655278		9606	PINC		F
UniProtKB	P26378	ELAVL4	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000304	TAS	PMID:10848602		9606	PINC		F
UniProtKB	P26378	ELAVL4	enables	GO:0017091	AU-rich element binding	ECO:0000314	IDA	PMID:10710437		9606	UniProt		F
UniProtKB	P26447	S100A4	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
UniProtKB	P26583	HMGB2	enables	GO:0003723	RNA binding	ECO:0007005	HDA	PMID:22658674		9606	UniProt		F
